epoch,Hypnogram,Confidence
0,W,0.9990551092309123
1,W,0.9986266009932054
2,W,0.999657258717463
3,W,0.9975156880119144
4,W,0.992850600156117
5,W,0.9930873966589157
6,W,0.9931894335012188
7,W,0.9635696678744442
8,W,0.9478202114506847
9,W,0.9885746047272763
10,W,0.9811120503554587
11,W,0.978231427072096
12,W,0.9604846456118173
13,W,0.9868708045976212
14,W,0.9836345362361725
15,W,0.9949336015008695
16,W,0.9880767500142535
17,W,0.9843846916155213
18,W,0.9971870149473681
19,W,0.9935367126078963
20,W,0.9699160860940622
21,W,0.9337708303024524
22,W,0.9922973143203978
23,W,0.9654941973487007
24,W,0.9882830031224381
25,W,0.9028836785464202
26,W,0.9661958722756099
27,W,0.9731428017453436
28,W,0.9355449639361351
29,W,0.9812272223882218
30,W,0.993915842186465
31,W,0.9561123949823549
32,W,0.9799371595020202
33,W,0.9979928136885332
34,W,0.9740815062588729
35,W,0.9473050319139015
36,W,0.9008284207063301
37,W,0.7423560813828641
38,W,0.5683660428958672
39,W,0.4843115510865758
40,N1,0.5254947921208745
41,N2,0.5089792992637685
42,W,0.3577023093864636
43,N2,0.44331682295434516
44,N2,0.6767997153500168
45,N2,0.8669175198478812
46,N2,0.8255829720310588
47,N2,0.9061220681218085
48,N2,0.8024124644229894
49,N2,0.8062663412728177
50,N2,0.8869423968182782
51,N2,0.8221889172029025
52,N2,0.9110112654828149
53,N2,0.8825630248542816
54,N2,0.8427896367247968
55,N2,0.8530754470347155
56,N2,0.7474628825769984
57,N2,0.48280410335915097
58,W,0.5841779428305606
59,W,0.8177869523851407
60,N2,0.5220919089555408
61,N2,0.6436239057132673
62,N2,0.8673774020936607
63,N2,0.9233355979759806
64,N2,0.8811349404673892
65,N2,0.8510888011753028
66,N2,0.8456657104054567
67,N2,0.6733750918643893
68,N2,0.5112970033539096
69,N3,0.6265596460525936
70,N3,0.7049870283860914
71,N3,0.803760432953724
72,N3,0.9245416087222083
73,N3,0.9473246314463817
74,N3,0.9454082253190008
75,N3,0.96323468221529
76,N3,0.9846618160343664
77,N3,0.9792387298914318
78,N3,0.9843022835259883
79,N3,0.9848097979382263
80,N3,0.9936258453183864
81,N3,0.9910217087989923
82,N3,0.9975548002104782
83,N3,0.996987612546315
84,N3,0.9974728031784151
85,N3,0.996898093054914
86,N3,0.9977613588307577
87,N3,0.9982225112700956
88,N3,0.9977378260588552
89,N3,0.9954915040045031
90,N3,0.9985751532881839
91,N3,0.9958989427993887
92,N3,0.9970704388518055
93,N3,0.9975882361774829
94,N3,0.9988010171810439
95,N3,0.9975471272638814
96,N3,0.9982992264434184
97,N3,0.9992191227500224
98,N3,0.9990382623759076
99,N3,0.9987157283772959
100,N3,0.9979410898729549
101,N3,0.9969407642196326
102,N3,0.9972919324528162
103,N3,0.9903669117158987
104,W,0.9830624078774041
105,W,0.8741265816043082
106,N2,0.4101508047906045
107,N2,0.5244798987718231
108,N2,0.48972211889482703
109,N2,0.786891063797331
110,N2,0.8728502628751853
111,N2,0.8754372284246286
112,N2,0.83186612929009
113,N2,0.7264541896197864
114,N2,0.6163251924290936
115,N2,0.8343008572068871
116,N2,0.5118798099115427
117,N3,0.6558829958344703
118,N3,0.9309028623664986
119,N3,0.9357583311523405
120,N3,0.9786311414302973
121,N3,0.9871680185153838
122,N3,0.9793338109391798
123,N3,0.9949632825825593
124,N3,0.9969802627533165
125,N3,0.9948255863415965
126,N3,0.9963445463778527
127,N3,0.9974931227048063
128,N3,0.9968128339491948
129,N3,0.9965809722261685
130,N3,0.9964411885224916
131,N3,0.8956950788840987
132,N3,0.9737996913209337
133,N3,0.9769968023086174
134,N3,0.9883057192501046
135,N3,0.992715316777711
136,N3,0.9944627217200148
137,N3,0.9967227894409156
138,N3,0.9961321868029165
139,N3,0.9934904945754472
140,N3,0.9939547952589572
141,N3,0.9766045907374639
142,N3,0.9349147494424214
143,N2,0.4962042371703763
144,N3,0.6117479735304687
145,N2,0.7355067855227404
146,N2,0.7154513712986904
147,N2,0.7996053054192879
148,N2,0.8534532330428366
149,N2,0.825426153109065
150,N2,0.8222153473239515
151,N2,0.756587332491046
152,N2,0.7948315885708493
153,N2,0.6740929713441719
154,N2,0.8256173927366764
155,N2,0.6004693274535529
156,N2,0.6590908029446316
157,N2,0.5185213808308022
158,N3,0.6253796434975832
159,N3,0.5757114301126361
160,N3,0.6992475878869006
161,N3,0.8425972848504771
162,N3,0.9260300092541713
163,N3,0.9530611750060283
164,N3,0.97842209125836
165,N3,0.9818743764933661
166,N3,0.9906753811077937
167,N3,0.989574068065884
168,N3,0.9956684192301352
169,N3,0.9968250338197967
170,N3,0.9979994663090815
171,N3,0.9985888919981968
172,N3,0.9992512902825736
173,N3,0.998660695244731
174,N3,0.9976120428043803
175,N3,0.9980737279550631
176,N3,0.9969271435436982
177,N3,0.9959617109279313
178,N3,0.9928334854847252
179,N3,0.910540222994521
180,N3,0.9819626062618705
181,N3,0.9794828133738859
182,N3,0.9885571293897879
183,N3,0.980633365084164
184,N3,0.9951005409071297
185,N3,0.995362362997911
186,N3,0.9972785169728456
187,N3,0.9981633118033718
188,N3,0.9982969002086274
189,N3,0.9991257954380333
190,N3,0.9975177473573362
191,N3,0.9983501724690118
192,N3,0.9963408866113789
193,N3,0.9989692788047514
194,N3,0.9982160156667583
195,N3,0.9989930331048572
196,N3,0.9977273453836719
197,N3,0.996870451554719
198,N3,0.9978554590161128
199,N3,0.9987758575962623
200,N3,0.9962235298579833
201,N3,0.9977586718139104
202,N3,0.9982177320589469
203,N3,0.9985678089107157
204,N3,0.9987841793460795
205,N3,0.9961730737612595
206,N3,0.9967374647647819
207,N3,0.995496847393816
208,W,0.41362390895102324
209,N3,0.610756432186279
210,N2,0.6309138583646867
211,N2,0.4148609330137572
212,N2,0.8638253292075181
213,N2,0.8393294096595654
214,N2,0.7912651213427689
215,N2,0.80058813942439
216,N2,0.8931014210752303
217,N2,0.47522378124092557
218,N2,0.8393977717558022
219,N2,0.8933080599753184
220,N2,0.8253805119222305
221,N2,0.7325407238455341
222,N2,0.653944795090322
223,N2,0.7247212694328179
224,W,0.5555450068103502
225,N2,0.4220437648560378
226,N2,0.535891534614875
227,N2,0.5264265754276286
228,N2,0.7504935002124438
229,N2,0.5613696452832844
230,R,0.5382989596495181
231,N2,0.5429673356791835
232,R,0.4472947420233365
233,R,0.6345676997532637
234,R,0.8246869754747793
235,R,0.7864283446457955
236,R,0.849750582971696
237,R,0.6469388456518416
238,R,0.8974380780234376
239,R,0.7336217564714055
240,R,0.8669031449197985
241,R,0.8900479388204897
242,R,0.9345308852244951
243,R,0.8552414253756905
244,R,0.9115911847828213
245,R,0.8105772306727776
246,R,0.8115848700824307
247,R,0.7707524515145613
248,R,0.8063547875000733
249,R,0.8465503548149603
250,R,0.8950166012725443
251,R,0.7848054201824914
252,R,0.7127572568702399
253,R,0.5852389636617108
254,R,0.8722172514411645
255,R,0.8508842567763494
256,R,0.8020962819847043
257,R,0.9510622598288806
258,R,0.9169554114517283
259,R,0.86255886830535
260,R,0.9022420088901487
261,R,0.7781621022288283
262,R,0.8285598599422608
263,R,0.8872587580995823
264,R,0.8243830487756757
265,R,0.9142317828007317
266,R,0.9008315181217762
267,R,0.9187693766065083
268,R,0.7411765933091278
269,R,0.9169323915878848
270,R,0.8074042549170739
271,R,0.867496039767755
272,R,0.8908764141975245
273,R,0.7284921963409192
274,R,0.7895060008721676
275,R,0.829684030776006
276,R,0.6679474918177609
277,R,0.5003747149073154
278,R,0.5680705034539388
279,R,0.47504893401386117
280,N2,0.6628906972837316
281,R,0.6369445898310746
282,R,0.5613632081947416
283,R,0.4581214175506054
284,N2,0.5868487537065471
285,N2,0.7371802209353737
